,country,study,doi,subregion,start_year,end_year,class_consumed,ab_consumed,amt_consumed,percent_isolates_resistant,notes,pathogen,ab_for_resistance,class_for_resistance,ab_setting,pathogen_setting,units,Region,income_group
5996,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2010,Cephalosporins (3rd/4th gen),Cephalosporins (3rd/4th gen),101,24,DDD/1000 patient days,E. coli,Beta-Lactam Antibiotics,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
5997,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2005,Cephalosporins (3rd/4th gen),Cephalosporins (3rd/4th gen),166,0,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
5998,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2005,Cephalosporins (3rd/4th gen),Cephalosporins (3rd/4th gen),147,7,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
5999,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2006,Cephalosporins (3rd/4th gen),Cephalosporins (3rd/4th gen),168,11,DDD/1000 patient days,E. coli,Beta-Lactam Antibiotics,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6000,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2006,Cephalosporins (3rd/4th gen),Cephalosporins (3rd/4th gen),172,16,DDD/1000 patient days,E. coli,Beta-Lactam Antibiotics,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6001,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Aminoglycosides,Aminoglycosides,22,7,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6002,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Aminoglycosides,Aminoglycosides,16,30,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6003,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2006,total abx,Total Abx,546,68,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6004,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2007,Cephalosporins (3rd/4th gen),Cephalosporins (3rd/4th gen),175,15,DDD/1000 patient days,E. coli,Beta-Lactam Antibiotics,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6005,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2007,Aminoglycosides,Aminoglycosides,52,73,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6006,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2006,Glycopeptides,Glycopeptides,19,69,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6007,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2007,Glycopeptides,Glycopeptides,28,13,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6008,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2006,Glycopeptides,Glycopeptides,30,71,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6009,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2006,Glycopeptides,Glycopeptides,23,68,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6010,South Korea,Trends in South Korean antimicrobial use and association with changes in Escherichia coli resistance rates: 12-year ecological study using a nationwide surveillance and antimicrobial prescription database,https://doi.org/10.1371/journal.pone.0209580,South Korea,NA,2010,Cephalosporin (undefined and 1st/2nd gen),Cefotaxime,0,23,DDD/1000 inhabitants per day,E. coli,Cefotaxime,Cephalosporins (3rd/4th gen),community,Hospital + community,DDD/1000 inhabitants/day,East Asia & Pacific,High income
6011,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2007,Glycopeptides,Glycopeptides,22,35,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6012,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Glycopeptides,Glycopeptides,23,12,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6013,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Glycopeptides,Glycopeptides,24,25,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6014,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2009,Aminoglycosides,Aminoglycosides,13,19,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6015,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Glycopeptides,Glycopeptides,24,24,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6016,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Glycopeptides,Glycopeptides,23,18,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6017,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2010,Aminoglycosides,Aminoglycosides,13,23,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6018,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2010,Aminoglycosides,Aminoglycosides,11,36,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6019,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Aminoglycosides,Aminoglycosides,22,79,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6020,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Cephalosporins (3rd/4th gen),Cephalosporins (3rd/4th gen),121,25,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6021,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Cephalosporins (3rd/4th gen),Cephalosporins (3rd/4th gen),121,9,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6022,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2005,Glycopeptides,Glycopeptides,18,16,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6023,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2009,Glycopeptides,Glycopeptides,28,20,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6024,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2005,Glycopeptides,Glycopeptides,22,26,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6025,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2005,Glycopeptides,Glycopeptides,23,9,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6026,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2009,Glycopeptides,Glycopeptides,29,16,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6027,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2005,Glycopeptides,Glycopeptides,23,0,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6028,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2005,Glycopeptides,Glycopeptides,21,7,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6029,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2009,Glycopeptides,Glycopeptides,26,19,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6030,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2009,Glycopeptides,Glycopeptides,28,44,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6031,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2009,Glycopeptides,Glycopeptides,30,19,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6032,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2010,Glycopeptides,Glycopeptides,30,43,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6033,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2010,Glycopeptides,Glycopeptides,25,10,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6034,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Glycopeptides,Glycopeptides,21,71,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6035,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Aminoglycosides,Aminoglycosides,20,28,DDD/1000 patient days,E. coli,Beta-Lactam Antibiotics,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6036,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Aminoglycosides,Aminoglycosides,22,21,DDD/1000 patient days,E. coli,Beta-Lactam Antibiotics,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6037,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Aminoglycosides,Aminoglycosides,22,21,DDD/1000 patient days,E. coli,Beta-Lactam Antibiotics,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6038,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2009,Cephalosporins (3rd/4th gen),Cephalosporins (3rd/4th gen),109,44,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6039,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2005,Cephalosporins (3rd/4th gen),Cephalosporins (3rd/4th gen),160,9,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6040,South Korea,Trends in South Korean antimicrobial use and association with changes in Escherichia coli resistance rates: 12-year ecological study using a nationwide surveillance and antimicrobial prescription database,https://doi.org/10.1371/journal.pone.0209580,South Korea,NA,2010,Cephalosporin (undefined and 1st/2nd gen),Cephalosporin,1,23,DDD/1000 inhabitants per day,E. coli,Cefotaxime,Cephalosporins (3rd/4th gen),community,Hospital + community,DDD/1000 inhabitants/day,East Asia & Pacific,High income
6041,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2005,Glycopeptides,Glycopeptides,22,76,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6042,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2006,Glycopeptides,Glycopeptides,26,24,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6043,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2007,Glycopeptides,Glycopeptides,29,25,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6044,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2005,Glycopeptides,Glycopeptides,21,77,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6045,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2007,Glycopeptides,Glycopeptides,29,14,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6046,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2009,Aminoglycosides,Aminoglycosides,16,20,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6047,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Glycopeptides,Glycopeptides,23,21,DDD/1000 patient days,P. aeruginosa,Meropenem,Carbapenems,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6048,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Glycopeptides,Glycopeptides,24,16,DDD/1000 patient days,P. aeruginosa,Meropenem,Carbapenems,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6049,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2009,Cephalosporins (3rd/4th gen),Cephalosporins (3rd/4th gen),108,80,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6050,South Korea,"Trends and correlation between antibiotic usage and resistance pattern among Hospitalized patients at university Hospitals in Korea, 2004 to 2012: A nationwide multicenter study",10.1097/MD.0000000000013719,South Korea ,NA,2008,Carbapenems,Carbapenems,15,40,DDD/1000 patient days,A. baumannii,Imipenem,Carbapenems,hospital,Hospital + community,DDD/1000 patient days,East Asia & Pacific,High income
6051,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2005,Aminoglycosides,Aminoglycosides,70,14,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6052,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Glycopeptides,Glycopeptides,28,24,DDD/1000 patient days,P. aeruginosa,Meropenem,Carbapenems,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6053,South Korea,"Trends and correlation between antibiotic usage and resistance pattern among Hospitalized patients at university Hospitals in Korea, 2004 to 2012: A nationwide multicenter study",10.1097/MD.0000000000013719,South Korea ,NA,2008,Carbapenems,Carbapenems,15,31,DDD/1000 patient days,P. aeruginosa,Imipenem,Carbapenems,hospital,Hospital + community,DDD/1000 patient days,East Asia & Pacific,High income
6054,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Glycopeptides,Glycopeptides,23,9,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6055,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2009,Glycopeptides,Glycopeptides,24,21,DDD/1000 patient days,P. aeruginosa,Meropenem,Carbapenems,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6056,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2009,Glycopeptides,Glycopeptides,26,22,DDD/1000 patient days,P. aeruginosa,Meropenem,Carbapenems,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6057,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Glycopeptides,Glycopeptides,28,17,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6058,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Glycopeptides,Glycopeptides,24,7,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6059,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Glycopeptides,Glycopeptides,25,30,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6060,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2005,Glycopeptides,Glycopeptides,20,15,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6061,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2005,Glycopeptides,Glycopeptides,16,9,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6062,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2009,total abx,Total Abx,454,22,DDD/1000 patient days,P. aeruginosa,Meropenem,Carbapenems,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6063,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2009,Glycopeptides,Glycopeptides,26,23,DDD/1000 patient days,P. aeruginosa,Meropenem,Carbapenems,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6064,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2009,Glycopeptides,Glycopeptides,24,22,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6065,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2009,Glycopeptides,Glycopeptides,26,8,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6066,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2009,Glycopeptides,Glycopeptides,30,23,DDD/1000 patient days,P. aeruginosa,Meropenem,Carbapenems,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6067,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2009,Glycopeptides,Glycopeptides,29,20,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6068,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2009,Glycopeptides,Glycopeptides,25,17,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6069,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2005,total abx,Total Abx,501,74,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6070,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2007,Aminoglycosides,Aminoglycosides,44,21,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6071,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2005,Cephalosporins (3rd/4th gen),Cephalosporins (3rd/4th gen),160,9,DDD/1000 patient days,E. coli,Beta-Lactam Antibiotics,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
